title,images,url,price,description,tracks
SZA - SOS (LP),['https://media.s-bol.com/gKGDyVxG589D/n1qrE4/550x550.jpg'],https://www.bol.com//nl/nl/p/sza-sos/9300000147276169/,"34,99","Grammy award-winnende, chart-topping, en multi-platina verkopende artiest SZA released haar langverwachte nieuwe album, SOS, fysiek op CD en LP.      ""Shirt"", ""Blind"",""I Hate U"" staan ook op het 23 tracks tellende magnum opus waarin thema's als verlies, verdriet, mysterie, verwarring, reflectie en overgang aan bod komen. SOS bevat features van Travis Scott, Don Toliver, Phoebe Bridgers en Ol' Dirty Bastard; met productie van Ctrl-hitmakers ThankGod4Cody en Carter Lang, naast Jeff Bhasker, Rob Bisel, Benny Blanco, Kenny ""Babyface"" Edmonds, Emile Haynie, Rodney ""Darkchild"" Jerkins, Jay Versace, en meer.","['1. SZA - SOS', '2. SZA - Kill Bill', '3. SZA - Seek & Destroy', '4. SZA - Low', '5. SZA - Love Language', '6. SZA - Blind', '7. SZA - Used', '8. SZA - Snooze', '9. SZA - Notice Me', '10. SZA - Gone Girl', '11. SZA - Smoking On My Ex Pack', '12. SZA - Ghost in the Machine', '13. SZA - F2F', '14. SZA - Nobody Gets Me', '15. SZA - Conceited', '16. SZA - Special', '17. SZA - Too Late', '18. SZA - Far', '19. SZA - Shirt', '20. SZA - Open Arms', '21. SZA - I Hate U', '22. SZA - Good Days', '23. SZA - Forgiveless']"
Nothing But Thieves - Dead Club City (Coloured Vinyl),['https://media.s-bol.com/m6yroqB5RyR0/ZMQ3r8/550x458.jpg'],https://www.bol.com//nl/nl/p/nothing-but-thieves-dead-club-city/9300000145345243/,"25,99","‘Welcome to the Dead Club City. All The Heaven, All The Time’",[]
"SWIFT, TAYLOR - FOLKLORE: THE.. -RSD-",['https://media.s-bol.com/q54wD5x716L2/LqznVr/550x550.jpg'],https://www.bol.com//nl/nl/p/swift-taylor-folklore-the-rsd/9300000147274021/,"120,-","2 x LP, Album, Record Store Day, Reissue, Grey     Pressed to a quantity of 115,000 copies, including 75,000 for the US / North America.Jacket is a matte finish with embossing on the front cover text and debossing around the photo.Includes a printed insert.Tracks are numbered sequentially across sides on the release.[On back and labels:] ℗ 2020 © 2022 Taylor Swift.Recorded... at Long Pond (Hudson Valley, NY)Mixed... at Studio 13 (Nashville, TN)Mastered... at Sterling Sound (Edgewater, NJ)Vinyl Mastering... at Sterling Sound (Nashville, TN)",[]
Foo Fighters - But Here We Are (LP) (Coloured Vinyl),['https://media.s-bol.com/gKO9z01WywMk/JoWo2J/550x550.jpg'],https://www.bol.com//nl/nl/p/foo-fighters-but-here-we-are/9300000148268194/,"32,99","But Here We Are is een meedogenloos eerlijk en emotioneel rauw antwoord op alles wat Foo Fighters het afgelopen jaar heeft doorstaan. Het is een bewijs van de helende krachten van muziek, vriendschap en familie. Moedig, beschadigd en onverzettelijk authentiek, opent But Here We Are met de onlangs uitgebrachte lead single ""Rescued,"" de eerste van 10 nummers die het emotionele gamma van woede en verdriet tot sereniteit en acceptatie, en talloze punten daartussenin, doorlopen.     Geproduceerd door Greg Kurstin en Foo Fighters, is But Here We Are in bijna gelijke mate het 11e Foo Fighters album en het eerste hoofdstuk van het nieuwe leven van de band. Sonisch de naïviteit van Foo Fighters' debuut uit 1995 kanaliserend, geïnformeerd door decennia van volwassenheid en diepgang, is But Here We Are het geluid van broers die hun toevlucht zoeken in de muziek die hen 28 jaar geleden in de eerste plaats bij elkaar bracht, een proces dat even therapeutisch was als een voortzetting van het leven.","['1. Foo Fighters - Rescued', '2. Foo Fighters - Under You', '3. Foo Fighters - Hearing Voices', '4. Foo Fighters - But Here We Are', '5. Foo Fighters - The Glass', '6. Foo Fighters - Nothing at All', '7. Foo Fighters - Show Me How', '8. Foo Fighters - Beyond Me', '9. Foo Fighters - The Teacher', '10. Foo Fighters - Rest']"
Am.De plaat van 2013.,"['https://media.s-bol.com/l2ykNZ2DNWBg/550x550.jpg', 'https://media.s-bol.com/gp8y7GnYmQAr/550x309.jpg', 'https://media.s-bol.com/l2ykNZ2DNWBg/124x124.jpg', 'https://media.s-bol.com/gp8y7GnYmQAr/124x69.jpg', 'https://media.s-bol.com/g8MYLwG4LJok/xnDBPmn/124x84.jpg', 'https://media.s-bol.com/qxxNNYynn62p/124x92.jpg', 'https://media.s-bol.com/BEMxYnONyoYW/g2Xo29/124x77.jpg']",https://www.bol.com//nl/nl/p/am/9200000016157713/,"24,99","AM (door velen bekroond tot plaat van 2013) van Arctic Monkeys werd geproduceerd door James Ford samen met Ross Orton en opgenomen in twee studio's: de Sage & Sound Recording, LA en Rancho De La Luna, Joshua Tree. Het album bevat gastoptredens van Josh Homme, Pete Thomas en Bill Ryder-Jones.","['1. Arctic Monkeys - A1: Do I wanna know?', '2. Arctic Monkeys - A2: R U mine?', '3. Arctic Monkeys - A3: One for the road', '4. Arctic Monkeys - A4: Arabella', '5. Arctic Monkeys - A5: I want it all', '6. Arctic Monkeys - A6: Nr. 1 Party anthem', '7. Arctic Monkeys - B1: Mad sounds', '8. Arctic Monkeys - B2: Firdeside', ""9. Arctic Monkeys - B3: Why'd you only call me when you're high?"", '10. Arctic Monkeys - B4: Snap out of it', '11. Arctic Monkeys - B5: Knee socks', '12. Arctic Monkeys - B6: I wanna be yours']"
Queens Of The Stone Age - In Times New Roman (2LP) (Colourd Vinyl),"['https://media.s-bol.com/Bpx9Rg1R9wEJ/mo8ZkO/550x550.jpg', 'https://media.s-bol.com/BpxD2D5xxp4n/VBolo5/472x840.jpg', 'https://media.s-bol.com/Bpx9Rg1R9wEJ/mo8ZkO/124x124.jpg', 'https://media.s-bol.com/BpxD2D5xxp4n/VBolo5/87x155.jpg', 'https://media.s-bol.com/JAJ1q43WvJnP/E519PN/124x124.jpg', 'https://media.s-bol.com/x5YpYXRgWmO9/kmD1x6/124x124.jpg']",https://www.bol.com//nl/nl/p/queens-of-the-stone-age-in-times-new-roman/9300000150164702/,"36,-","In Times New Roman... is een album van Queens Of The Stone Age, uitgebracht in 2023. In Times New Roman... bevat o.a. de nummers: “Obscenery”, “Negative Space”, “Emotion Sickness”, “Straight Jacket Fitting” en vele anderen.  Het rock album is verkrijgbaar in de volgende versies:  - CD - 2-LP - 2-LP, Coloured Vinyl","['1. Obscenery - Queens Of The Stone Age', '2. Paper Machete - Queens Of The Stone Age', '3. Negative Space - Queens Of The Stone Age', '4. Time & Place - Queens Of The Stone Age', '5. Made To Parade - Queens Of The Stone Age', '6. Carnavoyeur - Queens Of The Stone Age', '7. What The Peephole Say - Queens Of The Stone Age', '8. Sicily - Queens Of The Stone Age', '9. Emotion Sickness - Queens Of The Stone Age', '10. Straight Jacket Fitting - Queens Of The Stone Age']"
Taylor Swift - Midnights (LP),"['https://media.s-bol.com/xzoQG3OqwAZr/WjQrQ4/550x550.jpg', 'https://media.s-bol.com/RK17L3Xy81zK/JEx9kP/550x550.jpg', 'https://media.s-bol.com/xzoQG3OqwAZr/WjQrQ4/124x124.jpg', 'https://media.s-bol.com/RK17L3Xy81zK/JEx9kP/124x124.jpg', 'https://media.s-bol.com/OX8RZ3GpMQ5L/JEx9kP/124x124.jpg', 'https://media.s-bol.com/ZG0RW7gKZ8xv/JEx9kP/124x124.jpg', 'https://media.s-bol.com/q8zZynQ0Br67/BnXPZQ/124x124.jpg', 'https://media.s-bol.com/7yD82pgBNLpA/L580Rw/124x95.jpg']",https://www.bol.com//nl/nl/p/taylor-swift-midnights/9300000123651310/,"36,25","Taylor Swifts tiende studioalbum Midnights is een verzameling muziek die midden in de nacht is geschreven, een reis door verschrikkingen en zoete dromen. De vloeren waarop we ijsberen en de demonen waarmee we worden geconfronteerd - de verhalen van 13 slapeloze nachten verspreid over Taylors leven.","['1. Lavender Haze - Taylor Swift', '2. Maroon - Taylor Swift', '3. Anti-Hero - Taylor Swift', '4. Snow On The Beach - Lana Del Rey Taylor Swift', ""5. You're On Your Own, Kid - Taylor Swift"", '6. Midnight Rain - Taylor Swift', '7. Question...? - Taylor Swift', '8. Vigilante Shit - Taylor Swift', '9. Bejeweled - Taylor Swift', '10. Labyrinth - Taylor Swift', '11. Karma - Taylor Swift', '12. Sweet Nothing - Taylor Swift', '13. Mastermind - Taylor Swift']"
Harry's House (LP).Harry Styles' derde studio album: Harry's House.,"['https://media.s-bol.com/3EPx0mR7yZJn/QnVVWw7/550x550.jpg', 'https://media.s-bol.com/vJvK9YGmzExg/ojxnwK/550x550.jpg', 'https://media.s-bol.com/3EPx0mR7yZJn/QnVVWw7/124x124.jpg', 'https://media.s-bol.com/vJvK9YGmzExg/ojxnwK/124x124.jpg']",https://www.bol.com//nl/nl/p/harry-s-house/9300000091911293/,"34,99","Het nieuws waar we op wachtte sinds Harry Styles' tweede album Fine Line werd uitgebracht in december 2019 - vereert hij ons eindelijk met nieuwe muziek. Zijn derde album, Harry's House, komt deze lente uit.
Het album bevat 13 tracks incl de nieuwe single “As It Was”.","['1. Harry Styles - Music for a Sushi Restaurant', '2. Harry Styles - Late Night Talking', '3. Harry Styles - Grapejuice', '4. Harry Styles - As It Was', '5. Harry Styles - Daylight', '6. Harry Styles - Little Freak', '7. Harry Styles - Matilda', '8. Harry Styles - Cinema', '9. Harry Styles - Daydreaming', '10. Harry Styles - Keep Driving', '11. Harry Styles - Satellite', '12. Harry Styles - Boyfriends', '13. Harry Styles - Love of My Life']"
Wham! - The Singles: Echoes from the Edge of Heaven (LP),"['https://media.s-bol.com/7zPmwl5N5ZA8/WGxznx/550x465.jpg', 'https://media.s-bol.com/gKmOGqj5WW63/WGxznx/550x549.jpg', 'https://media.s-bol.com/7zPmwl5N5ZA8/WGxznx/124x104.jpg', 'https://media.s-bol.com/gKmOGqj5WW63/WGxznx/124x123.jpg']",https://www.bol.com//nl/nl/p/wham-the-singles-echoes-from-the-edge-of-heaven/9300000149041847/,"41,-","Ter viering van 40 jaar WHAM! Britain's meest geliefde en populaire duo, dit is waar de fans op hebben gewacht... WHAM! The Singles: Echoes From The Edge Of Heaven. Deze multi-formaat release bevat een speciale editie 7"" vinyl singles draagtas met alle hits, die vier duizelingwekkende succesvolle jaren omspannen, beginnend met 1982's Young Guns (Go For It) en met als hoogtepunt 1986's The Edge Of Heaven. Daarbij was er de meest opbeurende muziek van alle tijden: WHAM! RAP! (Enjoy What You Do), Bad Boys, Club Tropicana, Wake Me Up Before You Go-Go, Freedom, Last Christmas, Everything She Wants en I'm Your Man!","['1. Wham Rap! (enjoy What You Do?) - Wham!', '2. Young Guns (go For It!) - Wham!', '3. Bad Boys - Wham!', '4. Club Tropicana - Wham!', '5. Wake Me Up Before You Go-Go - Wham!', '6. Freedom - Wham!', '7. Last Christmas (single Version) - Wham!', '8. Everything She Wants - Wham!', ""9. I'm Your Man - Wham!"", '10. The Edge Of Heaven - Wham!', '11. Where Did Your Heart Go? - Wham!', '12. Wham Rap! (enjoy What You Do?) [Social Mix] - Wham!', '13. Blue (armed With Love) - Wham!', '14. A Ray Of Sunshine (instrumental Remix) - Wham!', '15. Freedom (long Mix) - Wham!', '16. Everything She Wants (remix) - Wham!', '17. Last Christmas (pudding Mix) - Wham!', '18. Battlestations - Wham!', ""19. I'm Your Man (acapella) - Wham!""]"
Lewis Capaldi - Broken By Desire To Be Heavenly Sent (LP),"['https://media.s-bol.com/qpLXELBgvql2/kKyyDE/550x550.jpg', 'https://media.s-bol.com/BXKBXgrxorko/7zL7AB/550x550.jpg', 'https://media.s-bol.com/qpLXELBgvql2/kKyyDE/124x124.jpg', 'https://media.s-bol.com/BXKBXgrxorko/7zL7AB/124x124.jpg', 'https://media.s-bol.com/EXKyPBz0GkGm/kO2PnY/124x123.jpg']",https://www.bol.com//nl/nl/p/lewis-capaldi-broken-by-desire-to-be-heavenly-sent/9300000127617143/,"42,99","Tweede album van Lewis Capaldi, met de singles 'Forget Me' en 'Wish You The Best'.","['1. Forget Me - Lewis Capaldi & Tbc', '2. Wish You The Best - Lewis Capaldi & Tbc', '3. Pointless - Lewis Capaldi & Tbc', '4. Heavenly Kind Of State Of Mind - Lewis Capaldi & Tbc', ""5. Haven't You Ever Been In Love Before? - Lewis Capaldi & Tbc"", '6. Love The Hell Out Of You - Lewis Capaldi & Tbc', '7. Burning - Lewis Capaldi & Tbc', '8. Any Kind Of Life - Lewis Capaldi & Tbc', '9. The Pretender - Lewis Capaldi & Tbc', '10. Leave Me Slowly - Lewis Capaldi & Tbc', '11. How This Ends - Lewis Capaldi & Tbc', ""12. How I'm Feeling Now - Lewis Capaldi & Tbc""]"
K3 - Grootste Hits Van 25 Jaar K3 Vol. 1 (LP),['https://media.s-bol.com/YxGKlpY5AMoA/XJEYXl/550x550.jpg'],https://www.bol.com//nl/nl/p/k3-grootste-hits-van-25-jaar-k3-vol-1/9300000148963757/,"27,99",Grootste Hits Van 25 Jaar K3 Vol. 1 is een album van K3 uit 2023 en is uitgebracht onder het label Studio 100,"['1. Oya Lélé - K3', '2. Alle Kleuren - K3', '3. De 3 Biggetjes - K3', '4. Waar Zijn Die Engeltjes - K3', '5. Handjes Draaien - K3', '6. De Politie - K3', '7. 10.000 Luchtballonnen - K3', '8. Dans Van De Farao - K3', '9. Als Het Binnenregent - K3', '10. Waterval - K3', '11. Giddy-Up-A-Gogo - K3', '12. Vleugels - K3']"
Hardcore legends,"['https://media.s-bol.com/BpAEkGgPVpqQ/202kvv/550x416.jpg', 'https://media.s-bol.com/x5AjJyrmD8wP/202kvv/550x550.jpg', 'https://media.s-bol.com/BpAEkGgPVpqQ/202kvv/124x93.jpg', 'https://media.s-bol.com/x5AjJyrmD8wP/202kvv/124x124.jpg']",https://www.bol.com//nl/nl/p/hardcore-legends/9300000147778954/,"27,99","Binnen een paar jaar werd Buzz Fuzz headliner op festivals als Hellraiser, Thunderdome, Dance Valley en Multigroove. Een selectie van zijn beste nummers, waaronder ""XTC Love"" en ""Jealousy Is A MF"", is verzameld op het album Hardcore Legends, dat deel uitmaakt van de gloednieuwe serie van Be Yourself Music, gericht op baanbrekende en essentiële artiesten in de Hardcore-scène.","['1. Bertocucci Feranzano -Xtc Love (original Mix) - Dj Buzz Fuzz', '2. Dj Buzz Fuzz - Frequencies (xs 4 All Mix) - Dj Buzz Fuzz', '3. Dj Buzz Fuzz - Jealousy Is A M.F - Dj Buzz Fuzz', '4. Bertocucci Feranzano - Xtc Love (dither Remix) - Dj Buzz Fuzz', '5. Dj Buzz Fuzz - King Of Da Beats - Dj Buzz Fuzz', '6. Dj Buzz Fuzz - Dreamgirl (original Mix) - Dj Buzz Fuzz', '7. Dj Delirium & Dj Buzz Fuzz - Immortality - Dj Buzz Fuzz']"
The Lockdown Sessions,['https://media.s-bol.com/YxLxO3L1yJV2/1yv9mV/550x350.jpg'],https://www.bol.com//nl/nl/p/the-lockdown-sessions/9300000148507901/,"25,99","Roger Waters The Lockdown Sessions is een verzameling songs die werden thuis opgenomen en gefilmd tijdens de Covid lockdown tussen 2020 en 2021. Ook inbegrepen bij de release is ""Comfortably Numb 2022"" dat werd opgenomen tijdens Waters This Is Not A Drill North American tour.  The Lockdown Sessions werden geproduceerd door Roger Waters en Gus Seyffert. Op de opnames staan Roger Waters - Zang, Gitaar en Piano; Gus Seyffert - Bas, Cellos en Zang; Joey Waronker - Drums en Percussie; Dave Kilminster - Gitaar en Ritmegitaar; Jonathan Wilson - Gitaar en Zang; Jon Carin - Keyboards en Zang, Lucius (Jess Wolfe en Holly Laessig) - Zang; Bo Koster - Hammond (op alle nummers behalve ""Mother"") en Ian Ritchie - Saxofoon (""Two Suns In The Sunset"").  The Lockdown Sessions zijn 5 belangrijke tracks uit Waters tijd met Pink Floyd/zijn solocarrière: ""Mother"" en ""Vera"" van Pink Floyd The Wall; ""Two Suns In The Sunset"" en ""The Gunner's Dream"" van Waters laatste Pink Floyd-album, The Final Cut; en ""The Bravery of Being Out Of Range"" van zijn veelgeprezen soloalbum, Amused To Death. Bovendien staat Waters nieuwe versie van het klassieke Pink Floyd-nummer ""Comfortably Numb"" als laatste nummer op The Lockdown Sessions.  Waters gaf als commentaar:  ""Onze Us and Them Tour duurde drie jaar...Bij elk optreden deden we een toegift nadat de show werd afgesloten met Comfortably Numb...de toegift was altijd Mother...Ik kan me niet herinneren waarom ik besloot andere nummers te gaan doen...Hoe dan ook, op een gegeven moment na het einde van de tour...begon ik te denken, ""Het zou een interessant album kunnen worden, al die toegiften""...""The Encores"". ""Ja, dat klinkt goed!"" Daarna...ben ik in Engeland om het Ginger Baker tribute optreden te doen op een dinsdagavond in de Hammersmith Odeon met Eric Clapton en...de volgende zaterdag marcheren van de Australische Ambassade naar Parliament Square om een toespraak te houden ter ondersteuning van Julian Assange, toen verdomme, Covid...Schlummmm! Voor mij was het vrijdag 13 maart 2020. Lockdown! Tot zover het ""Encores"" project. Tenzij... We hebben C. Numb aan het einde van de collectie geplakt, als een passend uitroepteken om deze cirkel van liefde te sluiten.""","['1. Roger Waters - Mother', '2. Roger Waters - Two Suns in the Sunset', '3. Roger Waters - Vera', ""4. Roger Waters - The Gunner's Dream"", '5. Roger Waters - The Bravery of Being Out of Range', '6. Roger Waters - Comfortably Numb 2022']"
"Parachutes (LP).Met onder andere de bekende nummers 'Yellow', 'Shiver', 'Trouble' en 'Don't Panic'..","['https://media.s-bol.com/wKN8615j9L5g/550x542.jpg', 'https://media.s-bol.com/m84BGOyOm5xA/Dq9yZKK/550x550.jpg', 'https://media.s-bol.com/wKN8615j9L5g/124x122.jpg', 'https://media.s-bol.com/m84BGOyOm5xA/Dq9yZKK/124x124.jpg', 'https://media.s-bol.com/g1D8o4vxN7r/124x132.jpg', 'https://media.s-bol.com/Nkk4v2wRDlRL/124x92.jpg', 'https://media.s-bol.com/NEjvvkKLl2km/0g29NK7/124x132.jpg', 'https://media.s-bol.com/RoJLzqLYk6Bq/124x122.jpg']",https://www.bol.com//nl/nl/p/parachutes/1000004007343605/,"24,99","Parachutes is het beroemde debuutalbum van de wereldband Coldplay, waarop onder meer de hit singles Yellow, en Trouble te horen zijn. Coldplay won met Parachutes in 2002 de Grammy Award voor beste alternatieve muziek album.Parachutes is een album dat geïnspireerd is door de etherische gitaren van U2, de folk van Dave Mathhews en zelfs Pink Floyd uit de tijd van Roger Waters is terug te horen. Desondanks al deze invloeden weet Coldplay met Parachutes zichzelf los te schudden van deze artiesten en een geheel eigen identiteit neer te zetten.","[""1. Don't Panic"", '2. Shiver', '3. Spies', '4. Sparks', '5. Yellow', '6. Trouble', '7. Parachutes', '8. High Speed', '9. We Never Change', ""10. Everything's Not Lost""]"
Queens Of The Stone Age - In Times New Roman (2LP) (Colourd Vinyl),"['https://media.s-bol.com/q5GLQ4qn1BGR/gg8J8G/550x550.jpg', 'https://media.s-bol.com/Yx2jN757lxX0/B5OQ9n/550x550.jpg', 'https://media.s-bol.com/q5GLQ4qn1BGR/gg8J8G/124x124.jpg', 'https://media.s-bol.com/Yx2jN757lxX0/B5OQ9n/124x124.jpg', 'https://media.s-bol.com/x5PzZjq9mjYE/A5WPNO/124x124.jpg', 'https://media.s-bol.com/NjVllz3lmgmD/YG08D2/124x124.jpg']",https://www.bol.com//nl/nl/p/queens-of-the-stone-age-in-times-new-roman/9300000150164699/,"36,-","In Times New Roman... is een album van Queens Of The Stone Age, uitgebracht in 2023. In Times New Roman... bevat o.a. de nummers: “Obscenery”, “Negative Space”, “Emotion Sickness”, “Straight Jacket Fitting” en vele anderen.  Het rock album is verkrijgbaar in de volgende versies:  - CD - 2-LP - 2-LP, Coloured Vinyl","['1. Obscenery - Queens Of The Stone Age', '2. Paper Machete - Queens Of The Stone Age', '3. Negative Space - Queens Of The Stone Age', '4. Time & Place - Queens Of The Stone Age', '5. Made To Parade - Queens Of The Stone Age', '6. Carnavoyeur - Queens Of The Stone Age', '7. What The Peephole Say - Queens Of The Stone Age', '8. Sicily - Queens Of The Stone Age', '9. Emotion Sickness - Queens Of The Stone Age', '10. Straight Jacket Fitting - Queens Of The Stone Age']"
Californication (LP).Het zevende studioalbum van de Red Hot Chili Peppers.,"['https://media.s-bol.com/gJ5ZPXo9zMqr/550x411.jpg', 'https://media.s-bol.com/71lX07q4m531/550x542.jpg', 'https://media.s-bol.com/gJ5ZPXo9zMqr/124x92.jpg', 'https://media.s-bol.com/71lX07q4m531/124x122.jpg']",https://www.bol.com//nl/nl/p/californication/1000004007324844/,"26,99","Californication markeert de terugkeer van John Frusciante bij de Red Hot Chili Peppers en kwam voor het eerst uit in 1999. Het was het eerst album dat de Peppers lieten produceren door Rick Rubin.De terugkeer van Frusciante liet ook een grote wissel in de stijl van muziek horen, en zorgte er misschien wel voor dat de hele stijl van de Red Hot Chili Peppers veranderende. Op het album staan onder andere de hits ‘Otherside’ , ‘Californication’ , en het Grammy Award winnende ‘ Scar Tissue’. Californication behandeld verschillende thema’s, vooral seksueel, maar ook thema’s als lust, dood, zelfmoord, Californië , globalisatie , en reizen. Scar Tissue is de 2000 Grammy Award winnaar voor Best Rock Song en Californication werd  Genomineerd voor Best Rock Album Recensie van Suuzvinyl""Dit album was voor mij de eerste kennismaking met de Peppers. Een echte klassieker als je het mij vraagt. Heerlijk die gitaarrifs!""","['1. Red Hot Chili Peppers - Around The World (Album Version)', '2. Red Hot Chili Peppers - Parallel Universe (Album Version)', '3. Red Hot Chili Peppers - Scar Tissue (Album Version)', '4. Red Hot Chili Peppers - Otherside (Album Version)', '5. Red Hot Chili Peppers - Get On Top (Album Version)', '6. Red Hot Chili Peppers - Californication (Album Version)', '7. Red Hot Chili Peppers - Easily (Album Version)', '8. Red Hot Chili Peppers - Porcelain (Album Version)', '9. Red Hot Chili Peppers - Emit Remmus (Album Version)', '10. Red Hot Chili Peppers - I Like Dirt (Album Version)', '11. Red Hot Chili Peppers - This Velvet Glove (Album Version)', '12. Red Hot Chili Peppers - Savior (Album Version)', '13. Red Hot Chili Peppers - Purple Stain (Album Version)', '14. Red Hot Chili Peppers - Right On Time (Album Version)', ""15. Red Hot Chili Peppers - Road Trippin' (Album Version)""]"
Harry Styles (LP).Het eerste solo-album van Harry na One Direction.,"['https://media.s-bol.com/31RW1Y7PJXQA/550x411.jpg', 'https://media.s-bol.com/z6QAqEXQr5J7/550x309.jpg', 'https://media.s-bol.com/31RW1Y7PJXQA/124x92.jpg', 'https://media.s-bol.com/z6QAqEXQr5J7/124x69.jpg', 'https://media.s-bol.com/Y2RW1m3JEg9/124x124.jpg', 'https://media.s-bol.com/NZpxXR21zxN/124x124.jpg', 'https://media.s-bol.com/w0PZ2W4Ww5NM/124x122.jpg', 'https://media.s-bol.com/xjr0LVJv1mE3/Xr1klW/124x124.jpg']",https://www.bol.com//nl/nl/p/harry-styles/9200000077123070/,"25,99","‘Harry Styles’ is het langverwachte debuutalbum van Harry Styles. Het album bevat 10 tracks, waaronder de single ‘Sign Of The Times’ die op de dag van release in meer dan 80 landen op positie één binnenkwam in de hitlijsten. Het album is geproduceerd door Jeff Bhasker. One Direction is sinds januari 2017 tijdelijk uit elkaar zodat Liam Payne, Niall Horan, Louis Tomlinson en Harry Styles aan hun solocarrière kunnen werken. Na Zayn Malik, die One Direction eerder al definitief verliet, is Harry Styles de eerste van de overige One Direction-zangers die een soloalbum uitbrengt.","['1. Meet Me In The Hallway', '2. Sign Of The Times', '3. Carolina', '4. Two Ghosts', '5. Sweet Creature', '6. Only Angel', '7. Kiwi', '8. Ever Since New York', '9. Woman', '10. From the Dining Table']"
Various Artists - Guardians Of The Galaxy: Awesome Mix Vol.1 (LP) (Original Soundtrack).Vanuit de Guardians of the Galaxy film.,"['https://media.s-bol.com/N5mv90MgD9X2/8AkmwL/550x550.jpg', 'https://media.s-bol.com/m0GWAN7V3g19/R5A9WV/550x550.jpg', 'https://media.s-bol.com/N5mv90MgD9X2/8AkmwL/124x124.jpg', 'https://media.s-bol.com/m0GWAN7V3g19/R5A9WV/124x124.jpg', 'https://media.s-bol.com/qJroAYlGwpp/124x83.jpg', 'https://media.s-bol.com/27prAK6YJnOA/124x124.jpg', 'https://media.s-bol.com/1wwEK1ONXgKR/124x92.jpg']",https://www.bol.com//nl/nl/p/various-artists-guardians-of-the-galaxy-awesome-mix-vol-1/9200000032855770/,"34,99",Guardians Of The Galaxy: Awesome Mix Vol.1 is een album van Various Artists uit 2014,"['1. Hooked On A Feeling - Blue Swede', '2. Go All The Way (24-Bit Remaster 1999) - Raspberries', '3. Spirit In The Sky - Norman Greenbaum & Norman Greenbaum', '4. Moonage Daydream (Remastered 2012) - David Bowie', '5. Fooled Around And Fell In Love (Album Version) - Elvin Bishop', '6. I Want You Back - Jackson 5', ""7. I'm Not In Love - 10Cc"", '8. Come And Get Your Love - Redbone', '9. Cherry Bomb - The Runaways', '10. Escape (The Pina Colada Song) - Rupert Holmes', '11. O-O-H Child - The Five Stairsteps', ""12. Ain't No Mountain High Enough (Stereo Version) - Marvin Gaye & Tammi Terrell""]"
Taylor Swift - Lover (2 LP) (Coloured Vinyl).Het zevende album van hitmachine Taylor Swift op roze en blauw vinyl.,"['https://media.s-bol.com/51GmNO8Gknw8/lLAYYJ/550x550.jpg', 'https://media.s-bol.com/BEoO2vDVROlQ/mwzlMA/550x545.jpg', 'https://media.s-bol.com/51GmNO8Gknw8/lLAYYJ/124x124.jpg', 'https://media.s-bol.com/BEoO2vDVROlQ/mwzlMA/124x122.jpg', 'https://media.s-bol.com/RlWEYKG05JxE/124x124.jpg', 'https://media.s-bol.com/v8MMWzmOKzz5/124x124.jpg', 'https://media.s-bol.com/R6mpAKWpooPL/124x85.jpg']",https://www.bol.com//nl/nl/p/taylor-swift-lover/9200000121700091/,"46,99",Lover is een album van Taylor Swift uit 2019,"['1. I Forgot That You Existed - Taylor Swift', '2. Cruel Summer - Taylor Swift', '3. Lover - Taylor Swift', '4. The Man - Taylor Swift', '5. The Archer - Taylor Swift', '6. I Think He Knows - Taylor Swift', '7. Miss Americana & The Heartbreak Prince - Taylor Swift', '8. Paper Rings - Taylor Swift', '9. Cornelia Street - Taylor Swift', '10. Death By A Thousand Cuts - Taylor Swift', '11. London Boy - Taylor Swift', ""12. Soon You'll Get Better - Taylor Swift"", '13. False God - Taylor Swift', '14. You Need To Calm Down - Taylor Swift', '15. Afterglow - Taylor Swift', '16. Me! - Taylor Swift', ""17. It's Nice To Have A Friend - Taylor Swift"", '18. Daylight - Taylor Swift']"
